isbn,average_rating,ratings_count,work_text_reviews_count
312656270,3.97,27679,1517
1401202012,4.22,24954,550
689831870,4.25,24556,604
425285170,4.04,30471,5022
374349460,3.7,28373,2446
142501522,4.05,23723,249
963192566,3.7,24324,408
689868200,4.04,29416,903
670072818,3.93,29401,4036
037575718X,3.84,24957,1083
62094734,3.38,19460,2791
679725164,4.09,21841,572
1857237366,4.14,21137,69
743219570,3.94,22941,889
61985864,3.92,32807,2251
1857236556,3.94,22623,408
312377045,4.33,22391,2760
316018953,3.91,21154,1331
393924769,3.45,23797,1651
60525630,4.38,27260,811
1250128544,4.1,20094,3190
312377037,4.23,21381,2354
1451656505,4.19,24672,3804
014018998X,4.24,20355,849
451160312,3.85,22420,727
1423144333,4.48,27279,2208
316043893,3.69,21491,1889
375700528,3.76,18947,1684
375836586,4.27,21181,343
425267083,4.01,30693,1781
142437301,3.99,21315,1499
849759388X,4.07,19852,1447
374187614,3.9,14894,3208
1857230752,3.97,23501,270
312150601,3.94,21844,2085
1101875941,3.28,21709,3423
380820846,4.2,31652,1640
152057803,3.61,23053,2269
727860992,3.81,22644,1503
030726419X,2.93,15362,2748
399170863,3.95,16326,2229
553578685,4.16,21790,494
316225940,4.36,13351,2543
230706150,4.1,19003,1541
515136530,4.1,27228,639
60536357,4.22,19176,548
316246654,4.03,19265,2340
082221900X,4.07,22321,223
312649614,3.97,25551,4718
316224138,3.9,19252,1906
446576980,4.13,22985,944
3847905171,3.44,9472,2692
307956350,3.42,20548,3534
074345300X,3.95,26419,767
316099783,3.75,19563,2230
842329293,3.97,21855,292
385518331,3.49,22484,1656
312278497,4.11,20198,1069
316219363,3.74,17858,2982
451213203,4,22664,1386
142004413,4.27,20057,1892
451212452,3.72,21022,932
679723692,4.3,18378,1031
582418178,4.26,23127,723
785213066,4.18,18963,1868
670063118,4.12,29756,2266
486455599,4.02,27612,832
006443253X,4.25,25523,386
425203867,3.96,24563,631
006000150X,4.19,23320,691
1416949674,4.18,28027,678
345533631,4.3,15613,1157
140259449,4.55,18828,588
055341884X,3.66,15189,3347
61921262,3.73,29207,2201
345478169,4.05,29980,650
743482972,4.09,19205,295
425193829,3.99,23833,544
316101842,3.88,27982,2728
1400079098,4.18,19466,1631
345376595,4.32,19834,661
310266300,4.07,18566,953
979777704,4,19172,1362
1416914161,4.14,21540,288
1439165645,3.54,17275,3358
399250573,4.29,23268,984
61944343,4.16,20612,947
61232920,4.08,28127,1018
688156819,4.13,19773,1558
037570504X,3.86,22123,1068
811216543,4.25,17388,1196
1476727910,4.07,16955,3354
399250565,4.18,23068,759
1590523172,4.06,15385,878
553479016,4.07,21376,494
60773758,3.91,31557,1366
739439065,4.09,26416,594
312971230,4.1,20605,966
440217490,3.99,18219,1239
143034359,4.09,28332,1604
553585975,3.87,17180,667
61692042,3.49,18396,3213
143037234,3.92,24870,1986
689859376,3.87,29213,1070
140284583,4.29,18920,669
1421532018,4.21,21692,238
743490096,4.19,22402,351
865471185,4.18,19738,2226
1594489866,4.02,20403,3148
312351666,4.17,28858,1535
399157530,3.65,22405,2292
872204200,3.67,20522,306
399155686,4.28,18927,761
1451664125,3.65,18561,3137
553269224,4.16,29277,1160
385721706,3.8,18457,627
446612766,4.18,22493,1186
330376152,3.87,19322,294
684845776,4.21,18588,381
446554960,4.09,21634,1338
307401243,3.94,19537,2247
312650094,4.12,25650,2003
1608198065,4.1,19118,3156
60987464,3.88,19011,1034
395137209,4.13,24284,175
031619008X,3.79,29821,5256
151012741,3.97,12984,2401
590554085,3.99,30169,809
553589490,3.77,21203,579
1501142534,4.07,21737,4613
031026345X,3.77,18071,1022
140183523,3.72,23349,1329
764224735,4.13,20379,774
451464966,4.29,29502,4294
393311198,4.14,19334,264
439791464,4.21,23727,1041
525950796,4.39,20087,1295
679736042,4,21873,371
375759867,3.71,18944,769
385534817,3.65,20519,2863
307594882,4.03,17742,2789
812536355,4.32,21876,741
521657296,3.92,19521,454
1579126294,3.96,25811,1199
810909650,4.01,22584,329
425197484,3.93,29168,858
055338368X,4.4,17952,1561
1416527265,3.74,22562,1019
140432078,3.93,19604,566
62225073,4,11436,3202
1401322433,3.96,20034,198
044657161X,3.92,27319,1717
425266516,4.23,28331,2648
1934964107,4.33,24936,773
805082115,4.19,17109,1579
470484233,4.39,18027,39
345032799,3.81,17035,596
449818438,3.87,17250,1477
192836382,3.97,13562,1132
1595549633,3.83,16310,1905
786866020,3.92,19405,770
743449746,4.25,17875,540
547251270,4.23,21593,3832
61449180,4.4,23730,2459
345419677,3.94,22741,665
515142867,3.96,25476,764
156031191,3.5,19932,3850
1568650957,3.59,17093,602
1423301854,4.26,26184,1093
143036254,3.97,16864,1122
767903579,3.88,19598,1636
1250011914,4.38,28430,1339
030746363X,3.76,15007,1367
375727019,3.78,13577,1317
785114777,3.93,14660,37
439014573,3.84,22535,1665
547564651,3.91,16402,1947
446677949,3.96,20012,462
670038342,3.79,14215,2688
307931900,4.11,24587,3187
61231401,4.16,19510,864
1400043875,3.5,21613,2760
60525657,4.42,26126,727
449000753,4.19,19133,389
375814698,4.26,29414,993
160751351X,4.42,17523,504
675093244,4.06,22629,419
446400157,3.99,23590,1004
019283410X,3.78,18288,106
312934335,4.34,32491,968
747594155,4.1,25245,746
3453532988,3.98,15858,1545
1741753597,3.16,18037,2781
64301389,3.87,16333,130
1611099692,3.95,11235,1964
571219357,3.87,15100,1369
553804820,3.71,21297,1533
374104107,3.55,18430,2640
689859406,3.92,28129,818
61966908,3.72,20508,734
385498802,3.55,21160,1484
60567112,4.19,20930,685
425098648,3.86,20424,252
517543052,4.27,18275,598
425204200,3.76,23287,731
440243904,4.34,16498,1169
345373529,3.96,24586,198
60177241,4.18,19799,1275
553589385,4.17,31897,1147
345497627,4.09,21829,1397
316219266,4.06,20539,1577
1416580948,4.35,31111,1131
553813153,4.42,20359,603
988695103,4.04,32853,2201
1477825940,3.87,13650,1786
9380658674,3.68,15474,1119
312265050,3.94,18912,641
019516895X,4.32,19132,890
307162346,4.36,21994,71
044661761X,3.76,20053,794
038573882X,4.34,20632,2504
330398059,3.78,25402,961
61783196,4.25,34506,1971
1937053164,4.4,31942,2255
7288387,3.84,19491,955
545040523,3.77,32457,2002
452281458,3.71,22424,652
152063846,3.85,32763,2799
871401525,4.35,18662,196
609610570,3.83,18065,313
393240231,4.04,10979,3029
399156585,4.26,18957,1173
61147974,3.95,21987,1803
375724508,4.06,17900,1868
159514322X,4.22,29260,4043
316114278,4.24,24371,3364
087923573X,3.98,21716,712
1402245793,4.11,35676,1837
9793062924,4.09,12998,1148
743250621,3.77,22226,2358
525953078,4.05,19016,2171
1400047463,3.62,22067,3551
312642695,3.78,20723,2233
7563035,3.68,16718,3015
1455549002,4.02,17532,2993
452284449,3.65,23484,1554
1400069807,3.98,18542,2615
152020683,3.94,28580,1264
1594744548,3.47,20207,863
553807242,4.18,21984,1408
688128971,4.2,24247,888
140143505,4.19,26899,4095
553351397,4.34,19152,890
1501117203,3.91,28719,4278
385608020,3.89,21662,2639
930289447,4.05,19765,371
1400069599,3.81,18065,2927
61783161,4.21,31967,1722
743571355,3.88,23788,3326
425165582,4.16,20228,452
60763892,4.15,20976,1014
785263713,3.92,19383,704
60256710,4.27,21207,645
61006629,3.96,18917,1404
525951571,4.27,12456,1265
60088877,3.8,22003,1542
425227723,3.9,29261,1081
875793266,4.63,17179,1066
1570820872,4.49,19553,77
141439866,3.71,22562,651
515116750,4.13,26219,559
1842431021,3.65,14206,642
374260508,3.8,21733,3715
1401202225,4.29,23624,689
804192979,3.96,11181,2446
345515501,4.13,21444,1625
7175191,4.14,29676,580
62248472,3.72,12643,2487
865163480,4.15,18261,671
1563893274,4.27,19451,272
307595110,3.52,19008,2823
307960307,4.2,22932,269
1455501476,4.04,20353,1871
316017442,4,21225,2610
670447161,4.24,24495,364
61733636,4.1,16800,2555
067172942X,3.88,23139,587
61957895,4.38,26455,1787
310240018,4.23,20191,244
786932171,4.11,21559,187
031603617X,4.04,20407,1183
142000159,3.84,17931,677
1577312295,4.13,17811,320
60584025,3.6,27115,1099
312360819,4.29,30926,2862
155652532X,4.18,22577,1669
141020520,3.37,18204,2235
62225464,3.83,19429,2480
553590162,4.12,27521,819
2070364232,4.13,24796,514
034547581X,4.29,18688,476
451215710,3.54,18791,1168
345349571,4.11,21776,989
142407577,3.97,16579,1229
60554738,3.73,16698,1517
330348779,3.97,24658,524
749941995,3.93,14300,1753
1423119509,4.57,19555,850
525952764,4.17,21486,1628
778321606,4.04,22861,1668
1560768800,4.12,18305,160
446616621,4.07,18761,1167
316000957,4.25,22157,620
446539813,4.07,16294,200
310247535,4.26,18120,566
316059862,3.54,21977,3047
1937007588,4.49,29556,2621
345524616,4.16,15946,1755
031621129X,3.94,16005,1976
446604089,3.66,17173,552
61433012,4.05,22466,2441
61259349,4.05,33026,1923
1595540342,4.3,19896,644
312655452,4.29,20932,2239
4757518080,4.2,19222,394
345329457,4.25,19586,467
60596988,3.88,17964,1928
893662135,4.17,25824,443
399252649,4.18,21138,3626
1590521358,3.61,17121,814
808553038,3.81,26657,1140
375703055,3.75,23327,1379
805210555,4.34,18314,485
156924264X,3.98,19359,602
786933887,4.16,21047,206
374530637,3.88,18053,1675
9753638027,4.49,19806,1277
345379624,3.95,21209,546
1557488150,4.15,18254,495
1439136823,4.43,30304,2239
1423102991,4.28,23396,723
446195979,4,19171,1252
61628018,3.89,19468,1882
039925692X,4.05,25913,4388
1401216226,4.09,16933,375
60744510,4.26,24650,766
62273205,4.2,19492,1300
1461052149,3.91,19786,1608
345348664,3.99,20039,297
340936150,3.42,16553,1564
425259862,4,17155,1787
1592406521,3.79,22046,1176
399155481,4.4,24115,710
876853629,4.16,19471,896
316229296,4.31,20185,4039
1846247195,3.61,14302,131
552150215,4.12,11685,1406
670019631,4.14,22788,3612
140389660,3.89,22946,1384
307582396,4.28,23448,1325
61579033,3.6,18214,2956
60744871,4.17,18492,678
385342322,4.07,26160,3412
684804484,4.2,26004,1107
375701907,4.02,19358,2118
375701966,3.7,18655,1579
413774031,3.68,18914,684
545052394,4.18,22339,2132
026110215X,3.93,18402,485
385521227,3.9,25849,3796
451452011,4.03,19773,340
60735430,3.75,19901,940
160096527X,4.23,18303,1176
60542098,4.15,21619,792
99478420,3.98,19149,995
141971189X,4.33,21822,2456
152046917,4.19,27948,546
316018708,3.8,20932,1805
1408859645,3.9,20889,3642
045141991X,4.04,17015,2623
452281431,3.62,20867,778
1414310560,4.32,20278,762
143417231,3.31,15668,673
60548924,3.29,21794,1862
380720868,4.02,20847,189
802136680,3.98,19981,1201
312382855,3.98,19852,1735
679728899,3.88,21343,1865
1841497967,4.34,28322,2193
1423194551,4.26,21691,1387
1854596373,3.66,21061,565
446401056,4.32,28493,1102
1421514818,4.11,21210,272
9953716889,3.33,16479,2021
030711838X,4.25,22965,114
60002492,4.11,20410,851
380810336,3.95,17065,540
515141399,3.97,24366,804
425210278,3.67,21668,881
894864025,4.13,18340,737
1933480092,4,18458,578
743426800,3.96,20297,489
1400069629,3.75,17657,3322
446504122,4.04,17310,2789
044657967X,3.99,18529,959
743497295,3.85,20727,1197
055327211X,4.24,24055,557
689872372,3.94,24506,2431
1439136807,4.39,28315,1313
142428698,3.72,19284,2965
224063979,4.1,17128,1083
142300705,4.1,23310,1635
8423648990,3.99,18260,1976
1594487588,3.7,23498,4661
679744479,4.08,18203,1377
1450595987,4.35,24495,2140
7203116,4.01,18310,731
60894083,4.02,17684,713
671449028,4.22,21078,458
64473627,3.97,24077,590
842332294,4,19562,272
1594204993,3.98,15597,2535
385733976,3.65,26259,3602
752861743,3.81,19416,1559
385736843,3.91,26347,2640
965925072,4.26,16917,1766
385907508,4.02,23298,4041
375758771,3.94,16535,1284
1595144358,3.72,18375,1508
125001011X,3.72,16765,2497
385741391,3.85,22637,3517
1579126936,3.92,23416,1254
749934123,4.26,25093,983
345807154,3.71,14717,1736
425212033,3.88,27905,1186
60535032,3.69,15497,1155
9770915343,4.1,14860,1938
345460014,4.15,20745,1393
60751649,4.15,29460,681
689860064,4.04,25473,429
446574465,3.92,19655,3517
140280553,3.74,21260,1363
553241605,4.27,19323,471
545176867,3.81,21137,346
071956896X,3.93,15499,2023
553290991,4.01,21683,567
152018484,4.07,21554,512
61129763,4.08,15513,1125
1400063841,3.74,18441,2592
006204964X,3.54,17668,1979
451233182,4.23,25064,1131
312933541,3.9,16502,348
743482883,4.07,24753,1306
055380555X,4,17413,1935
60730269,3.86,20551,1639
7273746,3.93,19620,1321
195007778,4.24,16792,908
805072063,4.16,19100,198
1932100660,4.21,16485,2165
333710932,4.47,19609,1083
345455290,3.92,20177,775
1857987632,4.08,19032,683
2723495612,4.43,43490,940
316737372,3.85,23042,3053
034911188X,3.88,15555,1460
1416516727,3.94,20029,568
61767581,3.36,21910,2076
1440154236,3.78,21740,4550
340686030,4.17,16853,1344
679764410,3.9,17375,533
307948684,3.78,16509,1764
399153357,4.18,16974,632
141023422,3.92,16494,1380
1406331163,3.76,23412,5689
345495357,3.97,20345,1142
1455503258,3.26,17837,3346
375757910,3.85,17481,2269
006008460X,3.99,26266,1557
446581194,3.72,21548,2423
031605755X,3.92,18306,3070
553816322,4.05,26388,511
60888644,4.28,17106,698
61251348,3.39,17837,671
316780375,3.62,21394,1452
1301786454,4,32013,2290
451203771,3.93,20948,796
988489112,4.38,25472,2944
60507772,4.15,22537,568
553275720,3.89,20415,303
312243359,4.3,18716,1331
161638610X,3.93,15063,2048
62073168,4.08,15292,1970
1400068169,3.71,23459,1914
316254770,3.68,22368,3043
1409521966,3.89,22262,2217
1416997946,4.25,20291,1183
440228654,4.04,21410,2241
425182878,4.23,20176,334
785139877,4.43,18430,34
451225007,4.32,26144,980
1600104835,4.36,22505,1430
192751034,4.02,22181,532
1600963943,3.82,20457,1924
394752848,4.25,10309,1338
345528204,4.23,19777,1309
1250091845,4.27,29333,5123
038551851X,3.81,16369,1272
312421435,3.86,18792,767
451210557,4.05,18799,1209
446698229,4.1,15306,701
743219600,4.04,18044,363
1250019834,3.95,20936,3522
330426648,4.27,16252,3522
9707704667,4.04,11707,1478
1565126807,3.6,19139,3225
375727272,3.6,16431,877
553804324,4.14,21892,1556
9832672368,3.81,12345,1394
1682305031,4.11,21901,3523
385349831,3.8,14318,2093
031238078X,3.63,20168,2592
7117140,4.13,19251,851
671758896,3.89,21880,666
689869126,4.19,20264,317
345438310,4.25,17709,1007
345527771,3.76,24162,2521
037587089X,4.13,21376,3927
345414004,3.82,21388,546
1414318634,4.28,18257,1128
395870828,4.17,21366,1627
399148701,3.64,19287,501
886773784,4.16,26844,770
374521727,4.24,17787,1571
6497012,4.02,20661,158
62002325,3.93,27704,1977
1451665601,3.62,14213,1569
312426232,3.81,15635,1348
689859392,3.92,27293,670
689846231,3.99,21797,865
373210639,4.18,32490,3555
446569895,4.05,16922,1028
767915305,3.87,16954,2016
778313077,4.17,29747,2845
375703063,3.67,21311,532
515128546,4.19,24613,581
316000973,4.23,20877,546
034537472X,3.98,23232,204
1476798176,3.81,17129,3092
751531219,4.06,18616,1202
684839385,4.15,17937,365
1780892888,3.99,12823,1709
60562498,4.15,30993,1561
399155163,3.72,21975,1500
055350584X,4.17,19019,936
786901640,4.15,17410,163
1416983244,4.35,21089,1443
425189031,4.37,24958,623
1401202322,4.25,22207,511
399171088,3.92,15888,1931
515138819,3.85,27918,3562
312939027,3.85,26075,717
1608195228,3.81,18505,3126
345481291,3.89,23015,1624
671447548,4.1,18321,1073
1401210090,4.25,22220,330
345455681,4.06,18902,1228
1480118516,3.93,13042,1971
1250059305,3.73,22480,5521
1612184715,3.98,12885,1775
679753338,4.12,18392,1450
451076451,3.8,21746,975
140447423,4.09,19325,844
224093614,3.59,16631,2763
1857988221,3.99,20685,975
1423121295,4.05,23154,874
60725125,4.07,29922,862
425100650,3.86,20694,406
525954570,4.12,15957,2126
1939392748,3.79,32611,2684
553383833,3.96,15919,566
805088415,3.97,22291,4019
1423108760,4.07,18862,2389
425204030,3.96,19102,611
307377326,4.19,19635,1305
345383273,3.98,22206,147
1582405301,4.23,21488,877
439846838,4.33,21461,1395
446695688,3.88,18248,1069
836217357,4.68,19143,228
1600610862,3.72,15601,131
307990672,3.93,16063,1980
679752552,4.21,16892,593
743412028,4.15,18220,728
1401307922,3.93,18139,132
1591169283,4.06,19443,183
60935766,4.12,16032,729
1594481571,4.05,18056,883
812974042,3.76,19614,1211
345531485,4.14,15946,1161
312369506,4.32,30249,1028
316013838,3.65,19585,1263
1582349010,4.03,27399,2249
1250034485,4.04,13714,1607
1461072514,4.05,25001,1885
61668095,4.12,26291,1603
451165667,4.1,18395,361
1594201501,4.01,15387,1562
785127224,4.44,17782,88
785281126,4.18,15817,256
7157177,3.87,19866,1285
62331159,3.67,15848,3664
385664443,3.46,21093,3927
345422554,4.07,22802,305
385539088,3.74,17708,2377
736918833,4.29,16200,223
1416543694,4.2,16466,409
1250015545,3.66,16490,2430
446675369,3.74,18380,1758
375703845,3.47,14947,742
312939043,3.9,24842,557
8770530688,4.07,9337,1561
375703829,3.82,14555,1834
312593317,3.33,19079,2714
842332308,4.01,18785,253
156106809,4.06,13221,931
316133191,4.26,19795,629
380809060,4.31,20748,788
778303829,4.32,27343,998
8370540910,4.32,11551,584
385535589,3.44,20464,3299
743474163,4.32,24363,1063
395304482,4.03,21961,1221
068816112X,4.16,18019,2489
307377334,3.98,11957,1301
393062244,4.11,9815,1021
385491069,3.67,21440,1267
061861916X,4.13,16775,606
1250044650,4.06,33348,8605
60757353,3.58,21278,1156
385515502,3.87,18413,803
545284104,3.71,30934,3639
1400031818,4.02,23089,1085
60751967,3.85,27854,1528
679882804,3.99,22268,761
068987779X,4.22,19679,1626
078948045X,3.97,17000,49
385493622,4.22,15738,780
684832356,3.95,18869,1565
557364639,3.83,21707,1704
014017821X,4.02,20438,2060
60012781,3.97,16719,885
61176109,3.87,13423,86
1602862567,4.12,12653,2004
051511779X,4.07,24398,546
738718688,4.05,29043,1430
62295896,3.58,14491,1396
525478922,4.14,20198,1042
399153934,3.63,20962,1355
691017840,4.24,17920,1263
399156909,4.21,18504,1001
1577780728,4.2,17602,270
1594204217,3.98,16078,1739
451456718,4.12,25432,1656
765326574,3.82,18235,2180
307960498,4.22,14495,2028
5559609129,3.5,21402,405
1569314063,4.08,18060,137
097915930X,3.46,20534,4093
970398107,4.07,20511,38
802141676,4.09,18793,1650
345443608,4.06,26783,446
618562036,3.87,17318,1158
1401323588,3.53,19685,1331
743453018,4.02,22505,692
061579615X,3.93,26073,1857
140367462,4,21200,1291
1605981737,3.76,15851,1203
7169957,4.02,23852,652
425194515,3.81,19838,416
312361270,3.24,18306,912
60733357,4.24,17381,621
857522272,3.93,17613,2186
547959206,3.97,20593,2060
399163840,3.88,13353,2674
60567236,4.1,20227,1100
224064924,3.74,22062,1252
1593070918,4.21,16485,236
307279952,3.91,18628,986
316018740,4,19848,1249
374529949,3.86,17411,1440
553590154,4.07,26456,1130
553573357,3.92,19500,573
722533942,3.3,14364,777
1250022061,4.06,16625,2643
375865861,3.91,21728,3056
60766212,4.1,18513,942
006102001X,3.5,23840,1058
440237556,4.31,27639,1091
440237564,4.34,27065,1076
812971892,4.13,15410,1192
679734465,3.94,17305,1119
679724516,4.09,18648,833
545284155,4.23,24032,2859
553286390,3.93,20720,475
385333900,3.81,15643,599
1401213510,4.27,20511,365
380817926,4.01,19242,906
1608866874,3.94,30604,3246
553062182,3.87,19447,858
385515995,4.11,16304,1834
385495404,4.09,15323,276
446617091,4.16,19812,713
547248040,3.81,23711,2390
1591167531,4.43,18244,156
749934131,4.34,24839,877
553575384,4.13,23197,2970
1846054761,3.78,17070,1413
60092572,3.34,19072,619
1416963960,3.81,29444,3960
679722319,4.42,16617,825
014303541X,4.15,24526,1257
517580519,3.24,19300,3018
60569662,3.96,18982,1325
62224107,3.59,19508,3439
736421866,4.18,20021,194
006124242X,4.23,21322,701
810996162,4.16,15956,399
679722637,3.97,20535,1534
316726192,3.2,15604,703
553279718,4.06,20217,279
380974738,4.02,19206,110
140186301,3.79,17448,1430
60534052,4.12,18827,815
399167846,4.11,27655,4635
345484274,3.9,17886,1066
670011304,3.84,20236,798
147673190X,4.13,14451,2163
425201333,4.12,16340,1613
553807234,4.08,19985,1790
140121813X,4.34,19916,1038
812520475,3.86,18373,537
812993101,3.79,17350,3613
679723951,4.19,16810,453
425234339,3.82,25388,1128
1409135195,4.19,17459,1594
60725133,4.09,28944,664
571206921,3.86,12984,781
61230839,3.93,25533,1136
1557091528,4.54,16863,340
382285980X,4.12,15611,40
60955228,3.8,15832,1010
679824111,3.87,22533,1857
1416505490,3.89,20260,743
1598184318,4.01,16488,992
60725141,4.16,28104,685
1770460608,4.27,20587,1350
375727132,3.41,18445,1741
60576170,3.73,17168,1133
62508342,4.22,17170,491
345482409,3.89,21889,2210
1594561796,3.92,26468,794
141691420X,4.27,19502,522
385732074,3.49,22687,1724
140236236,4.03,17126,1168
91879205,4.06,16862,1170
1841957178,3.66,21731,2512
1597801607,4.37,16405,272
743265025,3.51,17173,531
140120077X,4.12,23951,1113
067974472X,4.45,19816,1450
786837462,4.35,25532,802
1401204953,3.95,18822,879
60096128,3.69,27057,639
61288853,4.06,22257,420
375753141,3.75,19040,827
618683070,3.73,23306,2448
61493341,3.36,15614,2957
385341962,4.24,17871,1235
125005480X,3.59,17345,3235
042523567X,3.7,26325,1060
515124214,4.16,23833,511
61779725,3.85,20914,1533
394719689,3.92,14748,66
886778581,4.09,24006,1356
785729194,4.22,18896,424
1594631395,3.34,17667,3286
312939035,3.88,24206,634
140006760X,3.83,15378,1492
385533411,3.23,17333,2459
226458083,3.98,15950,838
312424671,3.89,17205,1248
1250022134,4.46,13563,2896
446610178,3.54,15345,459
385517254,3.93,20935,322
553265954,4.06,16818,1002
425238814,3.93,31260,1762
767915593,3.63,17917,346
441014186,3.93,19074,1207
7133618,4.16,21007,1661
778322858,3.9,16975,1821
515136263,4.17,23925,648
316040096,3.62,14513,2762
000721975X,4.29,15373,675
609807919,4.08,23180,831
893816949,4,14769,47
763620912,3.77,21129,1459
1551111721,3.61,19113,1002
375836977,4.25,17617,350
671664263,4.31,18015,164
142400769,3.88,21478,1699
765335344,4.25,23613,5893
425194523,3.96,18945,603
078685149X,3.85,23010,1021
60852003,3.77,24000,876
394900871,4.13,24972,480
1609071220,4.23,16153,3447
037570342X,3.99,16790,808
553588729,3.92,13035,2342
786856920,3.82,20411,2441
1936608898,4.09,13643,1161
151012709,4.18,14953,1628
440227194,3.98,16861,1190
452287073,3.62,15231,1276
1406501077,3.8,23877,544
525955100,4.2,12183,2246
872860744,3.99,15443,385
525952896,3.85,13479,1709
1594486344,3.75,14538,2365
689840349,4,21364,632
158240612X,4.3,19431,819
671023462,4.08,21813,1660
62072188,4.24,16744,1013
316012823,3.79,19384,2198
64407330,4.08,20460,1184
586203192,3.52,17843,482
1439187312,4.12,16224,2280
61284424,3.8,23780,1174
399250484,3.27,17393,1993
547628382,4.15,28133,3006
544289595,4.22,21249,4063
739464469,3.7,15844,1055
749009519,4.01,18553,2549
1595541217,3.8,17583,670
451208188,4.12,16810,926
743284887,3.85,13892,805
60833459,4.11,16326,378
1632150190,3.9,25138,2925
553808036,3.69,13482,2134
399154779,4,18708,982
1401917593,4.15,13358,326
1423157524,4.36,25788,3660
373210450,4.02,26286,2107
689859384,3.87,25217,760
688213855,3.97,21823,496
64434516,4.14,22865,246
4770020678,4.3,13859,1638
804178429,4.2,12396,1719
375758259,4.16,15619,460
1590303164,4.17,18477,1416
316000981,4.17,19326,433
886777631,3.9,19334,705
425217299,3.95,26178,1298
316089516,3.78,18542,1789
1421536382,4.38,20569,303
689869118,4.16,19634,388
425093255,3.95,19618,1225
345524497,3.86,17388,2519
553582763,3.84,19276,643
553212419,4.45,17950,505
60809086,4.14,18578,918
836220625,4.42,20022,165
373210698,4.26,27278,3086
425163717,4.31,24511,808
074349282X,3.82,14350,1659
345379063,4.25,18260,872
803736703,4.01,17797,2191
330418882,3.77,19771,911
451166604,4.2,17384,449
385538898,3.68,14635,2635
811874559,4.24,19423,1216
1405038160,4.16,17064,492
051512317X,4.16,23604,536
1421506130,4.41,17078,62
60727535,4.08,15113,592
6471250,3.61,15606,330
375821821,3.86,20076,2067
679600213,3.96,21687,1346
743281632,4.1,17637,884
1400067820,4.04,16184,1578
62267728,4.13,11196,1591
1451683405,3.83,15647,1193
149262246X,3.63,23764,4929
778324214,3.79,29063,1861
316018600,3.66,19033,1194
385737432,3.81,18990,2256
142302392,3.96,21214,309
142003344,4.07,15647,643
345496531,4.18,16181,725
545040566,3.87,25531,1017
743482859,3.67,20594,848
689839081,4.05,21629,1194
1442413174,4.14,17343,395
743442849,4.26,13677,940
765329581,3.78,23732,2552
312241356,4.37,16769,952
440244447,4.23,26597,854
60534044,4.12,18833,1011
1936365014,3.88,16044,492
747549923,3.94,15491,968
571207766,4.22,10961,1354
439755204,4.25,18551,2616
1439172560,3.58,15560,2417
886776066,4.19,18356,196
1400097029,3.49,16558,1882
316405345,4.05,14518,2006
425210758,3.72,19904,479
316074144,4,30703,3342
812505182,3.84,18879,469
451211030,4.09,18287,382
1594745765,3.76,14725,2555
345487133,3.96,17200,1521
446608378,4.09,19704,591
316106534,4.19,18649,404
425241505,4.13,29920,2459
553269216,4,27353,752
843955848,3.28,19406,1847
194232638,3.85,18113,204
553297260,3.92,17338,127
157683932X,4.28,14574,306
380811081,4.05,24978,1143
61093327,3.96,16364,166
385737637,4.02,20607,3765
345451325,4.25,14525,907
61957917,4.45,22312,1997
446324825,3.86,17688,136
110194661X,4.12,20807,4050
61935107,3.95,25947,2028
836218523,4.66,18641,187
809510839,3.83,21582,1668
439436567,3.85,21267,385
375829830,3.97,24398,2815
316224189,3.89,19223,2335
1401205011,4.21,20974,402
307394956,3.99,18706,2202
449221490,3.91,22383,529
440420059,4,19461,1966
60283262,4.22,18297,279
140157727,3.84,16273,432
61719544,3.96,17033,1345
1401303382,3.82,17181,1389
61852058,4.08,27201,2275
316185906,3.2,18260,3402
781805503,4.13,18466,694
62235796,3.86,21247,3473
439672449,3.76,22634,1341
586203818,4.27,20016,265
515144592,4.11,23983,904
590259385,4.16,19267,393
1476792496,3.73,16338,1795
385535635,3.54,16181,2463
067975833X,4.08,16792,1422
312546343,4.26,15031,1702
3822835536,4.17,14600,40
1416505067,4.08,15374,856
1605045535,3.89,27833,1042
345443586,4.03,25340,468
743287932,3.99,13765,330
044640098X,4.25,26939,1125
399146261,4.16,17581,11
765327821,3.77,18878,3240
1476789258,3.58,14135,2043
044900578X,3.84,18307,976
393318680,3.76,16162,693
316066346,3.79,16201,2158
345543009,3.75,15021,2740
446618675,4.03,17729,509
62088149,3.84,15318,2751
590224735,3.94,21952,834
545298423,4.17,17887,287
307718964,3.87,15344,2643
1400031540,4.02,16094,710
1594489998,3.66,17541,2519
140443150,3.81,17016,970
226500667,4.17,16501,1124
1451616880,4.04,10166,2437
452280397,3.77,17524,775
425190455,3.78,16099,444
373777922,3.93,18998,1633
64473457,3.93,22964,1599
545298407,4.14,18168,355
1594202435,4,18997,2188
1523662441,4.07,21136,2924
1416960597,3.83,22014,3593
938077872,4.29,12639,616
671028367,3.93,21646,804
812995821,4.19,22022,1910
385344031,4.17,21892,3138
316018775,3.63,18462,1683
842371516,4.38,16487,348
316213071,3.91,22992,4304
380794470,4.18,24117,932
312144075,4.12,17024,1572
804177996,3.78,14886,2478
1416971777,4.25,23911,2303
1421506718,4.22,15102,116
425180964,3.79,18399,390
399158987,3.86,17357,2812
1584790830,4.21,15870,266
312335288,4.39,20524,381
312934327,4.18,28341,876
1595143998,4.11,24612,3442
1416509631,3.89,19503,966
